KL1L1,9.690,0.03054,8.79060,1
KL1L2,6.840,0.03404,8.94410,2
KL1L3,6.830,0.05816,8.98150,3
KL1M1,8.290,0.00868,10.10780,4
KL1M2,8.140,0.00482,10.16080,5
KL1M3,8.140,0.00816,10.16600,6
KL1M4,5.948,0.00032,10.25850,7
KL1M5,5.950,0.00042,10.25920,8
KL1N1,5.890,0.00093,10.29190,9
KL1N2,5.890,0.00018,10.30170,10
KL1N3,5.890,0.00031,10.30200,11
KL2L2,3.990,0.00586,9.09760,2
KL2L3,3.980,0.13622,9.13500,3
KL2M1,5.440,0.00407,10.26130,4
KL2M2,5.290,0.00154,10.31430,5
KL2M3,5.290,0.01635,10.31950,6
KL2M4,3.098,0.00044,10.41200,7
KL2M5,3.100,0.00159,10.41270,8
KL2N1,3.040,0.00043,10.44540,9
KL2N2,3.040,0.00006,10.45520,10
KL2N3,3.040,0.00061,10.45550,11
KL3L3,3.970,0.07438,9.17240,3
KL3M1,5.430,0.00698,10.29870,4
KL3M2,5.280,0.01634,10.35170,5
KL3M3,5.280,0.01819,10.35690,6
KL3M4,3.088,0.00196,10.44940,7
KL3M5,3.090,0.00190,10.45010,8
KL3N1,3.030,0.00073,10.48280,9
KL3N2,3.030,0.00061,10.49260,10
KL3N3,3.030,0.00068,10.49290,11
KM1M1,6.890,0.00063,11.42500,4
KM1M2,6.740,0.00060,11.47800,5
KM1M3,6.740,0.00102,11.48320,6
KM1M4,4.548,0.00004,11.57570,7
KM1M5,4.550,0.00005,11.57640,8
KM1N1,4.490,0.00014,11.60910,9
KM1N2,4.490,0.00002,11.61890,10
KM1N3,4.490,0.00004,11.61920,11
KM2M2,6.590,0.00010,11.53110,5
KM2M3,6.590,0.00212,11.53630,6
KM2M4,4.398,0.00004,11.62870,7
KM2M5,4.400,0.00017,11.62950,8
KM2N1,4.340,0.00007,11.66220,9
KM2N2,4.340,0.00001,11.67190,10
KM2N3,4.340,0.00008,11.67220,11
KM3M3,6.590,0.00122,11.54140,6
KM3M4,4.398,0.00021,11.63390,7
KM3M5,4.400,0.00020,11.63470,8
KM3N1,4.340,0.00011,11.66740,9
KM3N2,4.340,0.00008,11.67710,10
KM3N3,4.340,0.00009,11.67740,11
KM4M5,2.208,0.00002,11.72710,8
KM4N1,2.148,0.00000,11.75980,9
KM4N2,2.148,0.00000,11.76960,10
KM4N3,2.148,0.00001,11.76990,11
KM5M5,2.210,0.00000,11.72790,8
KM5N1,2.150,0.00001,11.76060,9
KM5N2,2.150,0.00001,11.77030,10
KM5N3,2.150,0.00001,11.77060,11
KN1N1,2.090,0.00001,11.79330,9
KN1N2,2.090,0.00000,11.80300,10
KN1N3,2.090,0.00000,11.80330,11
KN2N3,2.090,0.00000,11.81310,11
KN3N3,2.090,0.00000,11.81340,11
