KL1L1,12.490,0.03886,6.77100,1
KL1L2,8.030,0.04319,6.89857,2
KL1L3,7.600,0.07684,6.91961,3
KL1M1,9.190,0.01041,7.73584,4
KL1M2,8.890,0.00557,7.77660,5
KL1M3,8.790,0.00982,7.77924,6
KL1M4,6.990,0.00028,7.84701,7
KL1M5,6.990,0.00038,7.84730,8
KL1N1,6.990,0.00035,7.84999,9
KL2L2,3.570,0.00766,7.02614,2
KL2L3,3.140,0.18119,7.04718,3
KL2M1,4.730,0.00490,7.86341,4
KL2M2,4.430,0.00185,7.90417,5
KL2M3,4.330,0.01998,7.90681,6
KL2M4,2.530,0.00039,7.97458,7
KL2M5,2.530,0.00143,7.97487,8
KL2N1,2.530,0.00016,7.97756,9
KL3L3,2.710,0.10019,7.06822,3
KL3M1,4.300,0.00876,7.88445,4
KL3M2,4.000,0.02002,7.92521,5
KL3M3,3.900,0.02247,7.92785,6
KL3M4,2.100,0.00178,7.99562,7
KL3M5,2.100,0.00173,7.99591,8
KL3N1,2.100,0.00029,7.99860,9
KM1M1,5.890,0.00076,8.70068,4
KM1M2,5.590,0.00070,8.74144,5
KM1M3,5.490,0.00124,8.74408,6
KM1M4,3.690,0.00003,8.81185,7
KM1M5,3.690,0.00004,8.81214,8
KM1N1,3.690,0.00005,8.81483,9
KM2M2,5.290,0.00012,8.78220,5
KM2M3,5.190,0.00252,8.78484,6
KM2M4,3.390,0.00004,8.85261,7
KM2M5,3.390,0.00015,8.85290,8
KM2N1,3.390,0.00002,8.85559,9
KM3M3,5.090,0.00152,8.78748,6
KM3M4,3.290,0.00020,8.85525,7
KM3M5,3.290,0.00019,8.85554,8
KM3N1,3.290,0.00004,8.85823,9
KM4M5,1.490,0.00001,8.92331,8
KM4N1,1.490,0.00000,8.92600,9
KM5M5,1.490,0.00000,8.92360,8
KM5N1,1.490,0.00000,8.92629,9
