KL1L1,14.505,0.04671,4.97796,1
KL1L2,8.755,0.05179,5.08146,2
KL1L3,8.145,0.09522,5.09221,3
KL1M1,10.185,0.01248,5.65185,4
KL1M2,8.985,0.00660,5.68234,5
KL1M3,8.985,0.01206,5.68365,6
KL1M4,7.785,0.00015,5.73258,7
KL1M5,7.785,0.00021,5.73271,8
KL1N1,7.785,0.00115,5.73718,9
KL2L2,3.005,0.00934,5.18496,2
KL2L3,2.395,0.22495,5.19571,3
KL2M1,4.435,0.00592,5.75535,4
KL2M2,3.235,0.00225,5.78584,5
KL2M3,3.235,0.02478,5.78715,6
KL2M4,2.035,0.00021,5.83608,7
KL2M5,2.035,0.00079,5.83621,8
KL2N1,2.035,0.00053,5.84068,9
KL3L3,1.785,0.12574,5.20646,3
KL3M1,3.825,0.01092,5.76610,4
KL3M2,2.625,0.02477,5.79659,5
KL3M3,2.625,0.02813,5.79790,6
KL3M4,1.425,0.00098,5.84683,7
KL3M5,1.425,0.00097,5.84696,8
KL3N1,1.425,0.00099,5.85143,9
KM1M1,5.865,0.00082,6.32574,4
KM1M2,4.665,0.00076,6.35623,5
KM1M3,4.665,0.00139,6.35754,6
KM1M4,3.465,0.00002,6.40647,7
KM1M5,3.465,0.00002,6.40660,8
KM1N1,3.465,0.00015,6.41107,9
KM2M2,3.465,0.00013,6.38672,5
KM2M3,3.465,0.00278,6.38803,6
KM2M4,2.265,0.00002,6.43696,7
KM2M5,2.265,0.00007,6.43709,8
KM2N1,2.265,0.00007,6.44156,9
KM3M3,3.465,0.00162,6.38934,6
KM3M4,2.265,0.00009,6.43827,7
KM3M5,2.265,0.00009,6.43840,8
KM3N1,2.265,0.00013,6.44287,9
KM4M5,1.065,0.00000,6.48733,8
KM4N1,1.065,0.00000,6.49180,9
KM5N1,1.065,0.00000,6.49193,9
